PRICE,BEDS,BATH,SUBLOCALITY_ENCODED,TYPE_ENCODED
1695000,5,3.0,3.0,1.0
502900,4,2.0,10.0,1.0
749000,4,2.0,11.0,4.0
529000,5,2.0,10.0,4.0
705000,2,2.0,10.0,1.0
549000,1,1.0,4.0,3.0
7200000,3,,11.0,4.0
335000,2,1.0,8.0,3.0
599000,3,2.0,10.0,1.0
334999,1,2.0,2.0,2.0
295000,1,1.0,11.0,3.0
560000,3,2.0,11.0,1.0
549000,1,1.0,4.0,3.0
335000,2,1.0,8.0,3.0
334999,1,2.0,2.0,2.0
295000,1,1.0,11.0,3.0
799000,3,2.0,3.0,1.0
720000,3,2.0,6.0,0.0
249999,1,1.0,9.0,6.0
850000,3,2.0,10.0,1.0
750000,3,2.0,3.0,4.0
625000,5,,3.0,4.0
650000,2,2.0,10.0,1.0
4845000,9,6.0,1.0,2.0
580000,1,1.0,4.0,3.0
887785,2,2.0,8.0,3.0
499999,3,1.0,6.0,0.0
599000,4,2.0,7.0,9.0
1149000,5,4.0,3.0,9.0
988000,4,,2.0,1.0
764600,4,2.0,2.0,1.0
699900,1,1.0,8.0,0.0
5495000,5,4.0,3.0,2.0
3900000,5,6.0,10.0,1.0
999000,2,2.0,4.0,3.0
10495000,7,4.0,3.0,2.0
188000,3,1.0,8.0,3.0
499900,3,2.0,2.0,1.0
545000,1,1.0,4.0,3.0
705000,2,2.0,8.0,0.0
1289000,4,4.0,10.0,1.0
389000,2,1.0,8.0,3.0
350000,2,1.0,6.0,3.0
1289000,4,4.0,10.0,1.0
499900,3,2.0,2.0,1.0
350000,2,1.0,6.0,3.0
295000,3,1.0,4.0,0.0
918000,4,3.0,10.0,4.0
1799000,4,3.0,10.0,4.0
989000,4,2.0,3.0,4.0
890000,5,2.0,2.0,4.0
469888,2,2.0,11.0,0.0
310000,2,1.0,4.0,3.0
479000,1,1.0,4.0,3.0
1290000,4,3.0,10.0,1.0
4250000,3,4.0,6.0,2.0
7400000,4,,3.0,2.0
899000,3,2.0,10.0,1.0
16500000,2,2.0,1.0,1.0
659000,3,2.0,7.0,3.0
1150000,5,3.0,10.0,1.0
499000,5,2.0,3.0,4.0
725000,3,2.0,2.0,1.0
929000,3,2.0,8.0,0.0
629000,2,2.0,8.0,3.0
285000,3,1.0,2.0,1.0
315000,2,1.0,8.0,3.0
698000,2,2.0,8.0,0.0
849000,4,3.0,10.0,1.0
1775000,6,4.0,1.0,2.0
3850000,4,2.0,1.0,2.0
4500000,5,4.0,1.0,0.0
465000,2,2.0,11.0,1.0
869900,4,2.0,2.0,6.0
699000,3,,11.0,4.0
799000,3,2.0,2.0,1.0
290000,1,1.0,10.0,0.0
575000,5,3.0,11.0,1.0
290000,1,1.0,10.0,0.0
500000,5,3.0,3.0,9.0
2750000,3,5.0,3.0,1.0
495000,2,1.0,4.0,0.0
1199000,4,4.0,2.0,4.0
605000,3,2.0,7.0,3.0
550000,2,1.0,3.0,3.0
768000,3,2.0,10.0,1.0
2099000,3,2.0,6.0,0.0
575000,3,2.0,6.0,3.0
639000,3,2.0,11.0,1.0
525000,3,1.0,4.0,3.0
850000,3,,2.0,1.0
674999,5,2.0,11.0,4.0
345000,1,1.0,8.0,0.0
788888,5,2.0,3.0,4.0
379000,2,2.0,6.0,3.0
1495000,1,1.0,6.0,9.0
2288000,4,3.0,3.0,9.0
699000,4,2.0,10.0,4.0
250000,1,1.0,7.0,3.0
1120000,3,2.0,10.0,1.0
25000000,7,,1.0,2.0
858000,2,2.0,10.0,1.0
1275000,1,1.0,4.0,3.0
1070000,4,2.0,2.0,1.0
4800000,10,4.0,3.0,2.0
14600000,6,,1.0,2.0
895000,2,2.0,4.0,3.0
1250000,6,3.0,11.0,1.0
1788000,6,5.0,10.0,4.0
799000,4,3.0,3.0,4.0
879000,3,2.0,10.0,1.0
963000,4,4.0,2.0,4.0
998000,11,6.0,3.0,4.0
950000,2,1.0,4.0,3.0
410000,2,1.0,9.0,0.0
269000,1,1.0,8.0,3.0
8500000,7,6.0,1.0,1.0
1195000,11,6.0,11.0,4.0
550000,2,1.0,8.0,3.0
2800000,16,16.0,3.0,4.0
940000,9,4.0,10.0,4.0
865000,3,3.0,10.0,1.0
7995000,3,4.0,1.0,0.0
690000,3,2.0,2.0,1.0
330000,3,1.0,8.0,3.0
8750000,7,8.0,1.0,2.0
619000,2,2.0,6.0,3.0
899000,3,1.0,2.0,1.0
1175000,2,2.0,3.0,1.0
2999000,8,,3.0,4.0
1395000,2,2.0,4.0,0.0
800000,2,2.0,8.0,3.0
499000,2,1.0,4.0,3.0
1625000,4,4.0,4.0,1.0
799999,3,3.0,10.0,1.0
1139000,4,4.0,2.0,1.0
529000,3,2.0,11.0,1.0
300000,3,1.0,6.0,3.0
799000,5,4.0,4.0,1.0
869000,6,3.0,11.0,4.0
749000,3,2.0,11.0,1.0
240900,2,1.0,7.0,3.0
1295000,3,1.0,10.0,1.0
3850000,8,6.0,3.0,9.0
549000,5,2.0,2.0,1.0
129000,1,1.0,7.0,3.0
475000,3,2.0,2.0,1.0
980000,4,3.0,3.0,4.0
1199000,4,2.0,3.0,4.0
1299999,5,5.0,10.0,2.0
265000,2,1.0,6.0,3.0
262500,1,1.0,7.0,3.0
2699000,7,6.0,2.0,1.0
1200000,4,4.0,11.0,1.0
850000,1,1.0,4.0,3.0
2699000,7,6.0,2.0,1.0
989000,6,4.0,2.0,1.0
1200000,4,4.0,11.0,1.0
899999,5,3.0,11.0,4.0
2780000,5,6.0,10.0,1.0
999000,2,1.0,4.0,3.0
699000,6,2.0,3.0,4.0
60000,3,1.0,4.0,0.0
499999,4,2.0,2.0,1.0
599999,3,2.0,2.0,1.0
725000,4,2.0,2.0,1.0
998888,3,2.0,3.0,1.0
980000,3,4.0,3.0,4.0
800000,3,2.0,10.0,1.0
1299000,3,4.0,11.0,1.0
799000,3,2.0,3.0,1.0
995000,3,2.0,11.0,1.0
1250000,5,3.0,3.0,1.0
1275000,3,4.0,10.0,4.0
749999,6,3.0,11.0,4.0
2650000,5,4.0,3.0,2.0
999000,2,1.0,4.0,3.0
279000,2,1.0,8.0,3.0
479000,2,2.0,9.0,0.0
2300000,2,2.0,1.0,3.0
294000,1,2.0,8.0,9.0
1390000,6,5.0,10.0,4.0
450000,3,2.0,8.0,3.0
999000,3,2.0,4.0,3.0
1999000,4,4.0,2.0,1.0
1288000,6,3.0,10.0,11.0
639888,5,3.0,2.0,4.0
569900,4,2.0,2.0,1.0
1630000,7,4.0,10.0,1.0
689888,3,2.0,10.0,4.0
378000,2,1.0,8.0,3.0
23900000,6,,1.0,2.0
149000,1,1.0,8.0,3.0
589000,4,3.0,2.0,1.0
958000,3,2.0,2.0,9.0
195000,1,1.0,8.0,3.0
299000,1,1.0,2.0,1.0
1750000,4,4.0,10.0,1.0
815000,3,2.0,10.0,2.0
989000,5,3.0,10.0,4.0
1075000,2,2.0,1.0,0.0
879000,2,1.0,4.0,1.0
999995,2,1.0,4.0,3.0
430000,2,2.0,7.0,3.0
445000,3,2.0,8.0,3.0
999000,3,2.0,3.0,1.0
2299000,6,4.0,10.0,1.0
1225000,4,2.0,10.0,1.0
849000,3,2.0,10.0,1.0
1350000,4,3.0,10.0,1.0
1600000,4,4.0,2.0,1.0
600000,3,1.0,4.0,0.0
435000,3,1.0,4.0,3.0
4999999,4,4.0,3.0,9.0
800000,3,,3.0,9.0
329000,1,1.0,6.0,3.0
10975000,3,4.0,3.0,2.0
599000,4,2.0,10.0,1.0
699999,4,2.0,3.0,1.0
539000,1,1.0,8.0,9.0
370000,3,1.0,4.0,3.0
1499000,9,6.0,3.0,2.0
299000,1,1.0,4.0,3.0
2400000,5,4.0,2.0,1.0
275000,1,1.0,6.0,0.0
1395000,3,3.0,4.0,3.0
568000,2,1.0,6.0,0.0
1049000,3,2.0,10.0,4.0
568000,2,1.0,6.0,0.0
1049000,3,2.0,10.0,4.0
899000,4,2.0,10.0,1.0
495000,1,1.0,4.0,3.0
535000,3,3.0,11.0,1.0
799999,3,2.0,2.0,1.0
1989000,2,2.0,4.0,0.0
699000,6,4.0,11.0,1.0
369000,1,1.0,4.0,3.0
599000,4,4.0,10.0,1.0
169000,1,1.0,6.0,3.0
749000,3,2.0,11.0,1.0
1099000,5,4.0,2.0,1.0
475000,2,2.0,2.0,2.0
124900,1,1.0,7.0,3.0
619000,3,2.0,2.0,6.0
599000,3,1.0,2.0,6.0
689900,3,2.0,2.0,6.0
5900000,7,8.0,11.0,1.0
249000,2,1.0,11.0,0.0
509000,3,1.0,8.0,0.0
549000,3,2.0,2.0,2.0
2995000,4,6.0,3.0,2.0
1999000,6,4.0,11.0,4.0
350000,3,,11.0,4.0
269000,1,1.0,8.0,3.0
7500000,6,,11.0,1.0
9950000,10,10.0,1.0,2.0
2200000,3,4.0,4.0,0.0
479000,4,2.0,10.0,1.0
60000000,8,8.0,4.0,3.0
329000,1,1.0,8.0,3.0
1500000,5,7.0,1.0,9.0
560000,3,,3.0,4.0
588000,4,3.0,7.0,2.0
3300000,2,2.0,1.0,0.0
479000,4,2.0,10.0,1.0
169999,2,1.0,8.0,3.0
439000,1,1.0,9.0,3.0
758000,3,2.0,10.0,1.0
448000,3,1.0,8.0,3.0
588000,4,3.0,7.0,2.0
2977000,4,4.0,3.0,2.0
385000,1,1.0,7.0,3.0
1475000,5,4.0,10.0,1.0
978000,3,2.0,10.0,1.0
2700000,3,3.0,6.0,0.0
3500000,24,8.0,3.0,1.0
349000,2,1.0,7.0,3.0
790000,3,2.0,10.0,2.0
750000,2,2.0,8.0,0.0
1195000,3,3.0,7.0,3.0
1750000,3,3.0,4.0,3.0
874999,3,2.0,2.0,1.0
324900,1,1.0,4.0,3.0
97500,2,1.0,7.0,3.0
2200000,2,2.0,4.0,0.0
999000,4,4.0,2.0,6.0
550000,2,2.0,11.0,1.0
519999,3,2.0,8.0,3.0
729000,2,1.0,2.0,1.0
999999,12,6.0,3.0,6.0
2898555,5,5.0,2.0,1.0
611999,3,2.0,10.0,1.0
1500000,3,3.0,3.0,1.0
5600000,5,4.0,3.0,1.0
299999,2,1.0,7.0,3.0
2358000,4,5.0,2.0,1.0
748888,2,2.0,2.0,1.0
630000,2,2.0,2.0,1.0
1389000,2,2.0,4.0,0.0
319000,2,1.0,8.0,3.0
319000,3,1.0,2.0,1.0
1250000,6,4.0,2.0,9.0
1199000,4,3.0,10.0,4.0
1500000,6,4.0,2.0,4.0
780000,3,2.0,3.0,1.0
350000,2,1.0,4.0,3.0
255000,1,1.0,6.0,3.0
649000,2,2.0,3.0,0.0
1480000,4,4.0,10.0,1.0
628000,3,2.0,2.0,1.0
190000,2,1.0,7.0,3.0
450000,2,1.0,8.0,0.0
2473888,4,6.0,2.0,6.0
785000,3,2.0,2.0,6.0
699900,3,2.0,10.0,1.0
2495000,3,4.0,10.0,4.0
149999,1,1.0,7.0,3.0
208000,1,1.0,4.0,3.0
172800,1,1.0,6.0,9.0
1768888,10,10.0,3.0,4.0
1239998,4,4.0,2.0,4.0
1699000,9,5.0,11.0,4.0
1350000,3,3.0,10.0,1.0
889000,3,2.0,2.0,1.0
1300000,2,2.0,6.0,0.0
310000,2,1.0,8.0,3.0
11000000,50,50.0,3.0,4.0
1149000,7,4.0,11.0,9.0
239900,1,1.0,8.0,3.0
257000,3,1.0,6.0,3.0
1090000,2,2.0,8.0,0.0
799999,6,,3.0,4.0
2045000,6,4.0,1.0,2.0
1195000,3,2.0,2.0,4.0
340000,2,1.0,7.0,3.0
1375000,6,2.0,10.0,1.0
749000,3,1.0,2.0,1.0
1399000,5,4.0,10.0,9.0
775000,3,2.0,4.0,3.0
1090000,2,2.0,8.0,0.0
340000,2,1.0,7.0,3.0
948000,7,3.0,10.0,4.0
1399000,5,4.0,10.0,9.0
880000,3,2.0,10.0,1.0
699000,1,1.0,4.0,3.0
2250000,4,3.0,1.0,3.0
319000,3,1.0,4.0,3.0
1300000,6,3.0,3.0,4.0
729000,3,3.0,3.0,4.0
425000,2,2.0,7.0,0.0
399000,1,1.0,4.0,3.0
625000,3,1.0,13.0,3.0
269000,1,1.0,8.0,3.0
449000,2,2.0,2.0,0.0
699000,8,5.0,11.0,4.0
550000,3,2.0,4.0,3.0
799900,3,,2.0,2.0
758000,3,1.0,4.0,1.0
829000,4,2.0,10.0,1.0
789000,2,2.0,6.0,0.0
24990000,7,6.0,1.0,2.0
2250000,6,4.0,3.0,1.0
359000,1,1.0,1.0,3.0
1439000,6,4.0,3.0,1.0
1050000,7,4.0,11.0,4.0
134500,3,1.0,7.0,3.0
11900000,6,,1.0,2.0
270000,4,2.0,11.0,1.0
2280000,6,5.0,10.0,4.0
278999,1,1.0,10.0,3.0
2280000,6,5.0,10.0,4.0
625000,5,2.0,3.0,4.0
270000,4,2.0,11.0,1.0
605000,4,2.0,2.0,8.0
529000,3,2.0,2.0,1.0
1050000,4,1.0,3.0,2.0
225000,3,1.0,4.0,3.0
1049000,3,1.0,10.0,2.0
259000,1,1.0,8.0,3.0
599000,3,2.0,3.0,1.0
675000,3,1.0,2.0,6.0
3595000,3,3.0,4.0,0.0
789000,4,2.0,2.0,6.0
998000,6,3.0,10.0,4.0
889000,6,2.0,11.0,4.0
825000,2,2.0,3.0,1.0
599999,6,2.0,3.0,4.0
10999000,5,7.0,1.0,2.0
2750000,4,,11.0,1.0
649000,3,2.0,3.0,1.0
989000,8,5.0,11.0,4.0
357000,3,1.0,7.0,0.0
25000000,6,8.0,1.0,2.0
119888,1,1.0,8.0,3.0
1099999,4,2.0,11.0,4.0
749000,2,1.0,10.0,1.0
589999,4,2.0,2.0,4.0
6995000,20,20.0,1.0,4.0
22500000,5,6.0,1.0,2.0
749000,3,2.0,2.0,1.0
499000,3,2.0,8.0,0.0
859000,3,3.0,10.0,1.0
599999,2,2.0,6.0,9.0
899000,3,2.0,3.0,1.0
315000,2,1.0,6.0,3.0
1999999,5,,2.0,1.0
950000,4,3.0,10.0,1.0
13950000,6,6.0,1.0,2.0
1399000,5,3.0,10.0,1.0
595000,3,1.0,4.0,0.0
1618000,5,2.0,3.0,1.0
485000,6,3.0,11.0,9.0
748000,3,2.0,2.0,6.0
1100000,3,2.0,2.0,4.0
3995000,8,8.0,1.0,2.0
659000,1,1.0,6.0,3.0
1099000,6,3.0,10.0,4.0
319000,2,2.0,11.0,0.0
999000,9,3.0,11.0,4.0
398000,3,2.0,8.0,3.0
249000,3,1.0,4.0,3.0
1299000,3,2.0,10.0,4.0
8950000,3,6.0,1.0,2.0
750000,5,3.0,10.0,1.0
1100000,5,3.0,3.0,4.0
1275000,3,4.0,2.0,1.0
689000,2,2.0,3.0,1.0
320000,1,1.0,10.0,3.0
3995000,5,6.0,3.0,2.0
1399000,6,5.0,10.0,4.0
395000,2,2.0,11.0,1.0
1250000,4,2.0,11.0,1.0
719000,3,2.0,8.0,3.0
795000,3,4.0,11.0,4.0
1175000,6,5.0,10.0,4.0
4250000,3,4.0,0.0,0.0
2500000,3,4.0,1.0,2.0
850000,3,,3.0,4.0
1350000,4,2.0,11.0,1.0
929000,5,,2.0,1.0
549990,3,2.0,2.0,2.0
34000000,3,8.0,1.0,4.0
1550000,6,6.0,3.0,4.0
265000,1,1.0,4.0,3.0
879000,4,,10.0,1.0
1200000,3,,1.0,7.0
7500000,4,2.0,1.0,2.0
325000,2,1.0,8.0,3.0
755000,2,2.0,10.0,1.0
325000,2,2.0,7.0,3.0
1395000,2,1.0,4.0,3.0
649000,3,2.0,2.0,1.0
499999,2,1.0,2.0,1.0
999998,4,4.0,2.0,4.0
1358000,6,3.0,3.0,4.0
1650000,5,4.0,11.0,1.0
680000,1,1.0,6.0,3.0
258888,1,1.0,6.0,3.0
660000,3,,11.0,2.0
300000,1,1.0,4.0,3.0
318888,2,2.0,2.0,2.0
330000,1,2.0,4.0,3.0
747000,11,1.0,4.0,0.0
699000,2,2.0,10.0,1.0
875000,1,1.0,4.0,3.0
385000,2,2.0,7.0,3.0
985000,3,2.0,14.0,3.0
349000,1,1.0,8.0,3.0
5950000,4,4.0,1.0,2.0
968000,3,2.0,10.0,1.0
569000,2,2.0,8.0,0.0
238000,1,1.0,9.0,0.0
1200000,6,6.0,10.0,4.0
4995000,4,3.0,4.0,3.0
911600,3,2.0,10.0,1.0
598000,3,2.0,11.0,1.0
472000,1,1.0,8.0,0.0
549000,1,2.0,10.0,1.0
3995000,3,,2.0,4.0
472000,1,1.0,8.0,0.0
598000,3,2.0,11.0,1.0
1085000,5,3.0,3.0,1.0
680000,3,2.0,3.0,4.0
200000,1,,11.0,0.0
210000,2,1.0,8.0,3.0
525000,2,2.0,2.0,2.0
999000,5,3.0,3.0,4.0
1799000,3,1.0,9.0,4.0
1900000,9,5.0,1.0,2.0
519000,3,2.0,10.0,1.0
728900,4,1.0,2.0,1.0
549000,2,1.0,10.0,3.0
2300000,6,,2.0,9.0
299999,2,2.0,8.0,3.0
1800000,7,4.0,3.0,9.0
1195000,2,2.0,4.0,3.0
200000,1,1.0,8.0,3.0
2300000,6,,2.0,9.0
1800000,7,4.0,3.0,9.0
299999,2,2.0,8.0,3.0
599000,2,2.0,6.0,0.0
7500000,3,4.0,3.0,9.0
1775000,2,2.0,4.0,3.0
1059000,6,3.0,3.0,4.0
1288888,3,4.0,2.0,1.0
1299999,8,4.0,3.0,4.0
1399999,3,2.0,2.0,1.0
725000,3,2.0,11.0,1.0
232500,1,1.0,8.0,3.0
250000,3,1.0,4.0,3.0
639000,2,2.0,3.0,1.0
950000,4,4.0,10.0,1.0
12500000,3,2.0,4.0,0.0
430000,2,1.0,8.0,3.0
299000,3,1.0,4.0,3.0
279000,3,1.0,11.0,3.0
1725000,3,2.0,3.0,1.0
1698000,4,4.0,2.0,4.0
438000,2,2.0,2.0,1.0
100000,3,1.0,8.0,3.0
299000,1,1.0,8.0,3.0
625000,2,2.0,8.0,0.0
350000,3,,3.0,1.0
699999,3,2.0,6.0,3.0
529000,1,1.0,4.0,3.0
23000000,5,6.0,1.0,2.0
599000,3,2.0,10.0,1.0
279900,1,1.0,7.0,3.0
165000,1,1.0,7.0,3.0
270000,1,1.0,6.0,3.0
625000,2,1.0,8.0,0.0
279900,1,1.0,7.0,3.0
23000000,5,6.0,1.0,2.0
1970000,4,4.0,10.0,9.0
580000,5,2.0,3.0,4.0
979000,3,2.0,6.0,0.0
269000,2,1.0,4.0,3.0
1700000,3,4.0,10.0,1.0
499000,2,2.0,4.0,3.0
1699888,3,3.0,10.0,1.0
3100000,6,4.0,10.0,1.0
499000,4,2.0,11.0,1.0
1250000,6,,10.0,4.0
245000,2,1.0,6.0,3.0
5800000,7,5.0,3.0,2.0
2350000,5,4.0,2.0,1.0
425000,3,1.0,4.0,3.0
799000,3,2.0,2.0,1.0
725000,4,2.0,3.0,4.0
3695000,2,2.0,4.0,3.0
3100000,4,,10.0,9.0
1499999,5,3.0,10.0,1.0
1250000,4,3.0,10.0,1.0
1199000,4,1.0,3.0,1.0
28000000,4,4.0,4.0,0.0
719000,3,2.0,8.0,0.0
169000,3,1.0,8.0,3.0
99000,1,1.0,7.0,3.0
399000,3,,10.0,1.0
1300000,2,2.0,4.0,0.0
888000,5,4.0,3.0,4.0
1308888,4,3.0,10.0,4.0
1265000,3,2.0,10.0,1.0
558000,1,1.0,6.0,0.0
1280000,4,2.0,10.0,1.0
429000,2,2.0,15.0,3.0
399900,2,2.0,9.0,0.0
499900,3,1.0,2.0,1.0
429000,2,2.0,15.0,3.0
2489000,4,4.0,3.0,4.0
255500,1,1.0,9.0,0.0
30000000,5,,1.0,1.0
395000,3,1.0,4.0,0.0
1090000,5,3.0,10.0,4.0
471300,4,2.0,3.0,4.0
9450000,2,3.0,4.0,0.0
1089000,4,2.0,3.0,1.0
220000,1,1.0,6.0,3.0
9950000,10,10.0,1.0,2.0
295000,2,1.0,10.0,3.0
1375000,5,4.0,2.0,1.0
399000,2,2.0,6.0,3.0
219999,2,1.0,7.0,3.0
129000,3,1.0,8.0,3.0
329000,1,1.0,8.0,3.0
639000,4,2.0,2.0,1.0
750000,4,4.0,2.0,6.0
499999,3,2.0,2.0,1.0
560000,2,2.0,8.0,3.0
1268000,3,2.0,10.0,2.0
1899000,7,4.0,3.0,1.0
129000,3,1.0,8.0,3.0
888000,3,2.0,8.0,3.0
2100000,20,8.0,3.0,4.0
2900000,5,,2.0,1.0
1250000,4,,10.0,1.0
1078000,3,2.0,8.0,0.0
3200000,4,4.0,3.0,1.0
555555,1,1.0,4.0,3.0
293900,1,1.0,8.0,3.0
1175000,3,2.0,3.0,1.0
160000,3,,10.0,7.0
999999,3,2.0,3.0,6.0
1448000,5,4.0,10.0,1.0
2950000,6,5.0,3.0,1.0
150000,3,1.0,8.0,3.0
354900,2,1.0,6.0,0.0
580000,2,2.0,10.0,0.0
969000,3,2.0,10.0,1.0
530000,1,1.0,3.0,0.0
3900000,5,6.0,10.0,1.0
624999,3,2.0,6.0,0.0
551000,3,,3.0,1.0
14800000,8,10.0,1.0,2.0
450000,3,,11.0,1.0
475000,2,1.0,2.0,0.0
995000,3,2.0,4.0,0.0
650000,1,1.0,4.0,3.0
250000,2,1.0,8.0,3.0
125000,3,1.0,7.0,3.0
2200000,3,3.0,4.0,3.0
925000,2,1.0,4.0,0.0
639000,3,2.0,3.0,1.0
215000,3,,10.0,1.0
2050000,6,6.0,2.0,1.0
279000,2,2.0,11.0,3.0
785000,2,2.0,6.0,0.0
669000,3,2.0,2.0,1.0
3650000,4,4.0,3.0,4.0
6700000,4,4.0,1.0,2.0
681000,6,3.0,3.0,4.0
530000,2,2.0,2.0,4.0
1700000,2,2.0,6.0,0.0
339000,1,1.0,6.0,3.0
800000,3,2.0,3.0,1.0
189000,1,1.0,7.0,3.0
48000000,5,,4.0,3.0
4995000,2,2.0,4.0,3.0
835000,5,2.0,2.0,6.0
999999,2,2.0,4.0,1.0
575000,3,2.0,8.0,0.0
349750,1,1.0,6.0,9.0
385000,1,1.0,1.0,3.0
7950000,4,2.0,1.0,2.0
324900,2,2.0,7.0,9.0
175000,3,1.0,6.0,3.0
915999,5,3.0,10.0,4.0
1850000,12,8.0,3.0,4.0
40000000,5,6.0,4.0,0.0
324900,2,2.0,7.0,9.0
1850000,12,8.0,3.0,4.0
175000,1,1.0,7.0,3.0
850000,2,1.0,4.0,9.0
729000,4,2.0,10.0,1.0
5995000,6,4.0,3.0,2.0
480000,2,1.0,8.0,3.0
4200000,5,4.0,1.0,1.0
1198000,4,2.0,10.0,2.0
1848000,6,,3.0,1.0
285000,1,1.0,6.0,3.0
849000,5,3.0,10.0,4.0
549000,3,2.0,11.0,1.0
729000,2,2.0,8.0,3.0
199999,1,1.0,8.0,3.0
4900000,8,,11.0,1.0
600000,4,2.0,11.0,4.0
599000,3,1.0,10.0,1.0
599000,5,2.0,3.0,4.0
725000,3,2.0,6.0,0.0
1295000,3,2.0,3.0,4.0
798888,3,2.0,2.0,4.0
529000,3,1.0,10.0,1.0
999998,3,,2.0,4.0
499000,1,1.0,4.0,9.0
1550000,12,7.0,2.0,4.0
319000,2,1.0,8.0,3.0
759000,3,4.0,2.0,6.0
245000,3,1.0,4.0,3.0
1249000,5,3.0,3.0,4.0
455000,2,1.0,9.0,0.0
319000,2,1.0,8.0,3.0
999900,4,2.0,3.0,4.0
395000,2,1.0,2.0,1.0
620000,1,1.0,4.0,0.0
1295000,4,,2.0,4.0
849000,3,2.0,6.0,0.0
8995000,5,4.0,4.0,3.0
650000,3,1.0,6.0,3.0
2995000,2,2.0,4.0,0.0
495000,2,1.0,8.0,0.0
675000,3,2.0,2.0,1.0
999000,3,1.0,4.0,0.0
2250000,2,2.0,3.0,0.0
1299000,9,4.0,11.0,4.0
429000,1,1.0,12.0,0.0
649999,3,2.0,10.0,1.0
10995000,7,6.0,1.0,2.0
2050000,5,4.0,3.0,2.0
1299000,4,2.0,4.0,9.0
1075000,6,2.0,3.0,1.0
174000,1,1.0,6.0,3.0
1193000,2,2.0,2.0,1.0
4995000,4,4.0,3.0,1.0
12500000,9,,1.0,2.0
898000,5,4.0,3.0,1.0
1288000,5,3.0,10.0,4.0
1749999,4,4.0,2.0,1.0
575000,2,2.0,8.0,0.0
5100000,4,2.0,1.0,0.0
2000000,1,2.0,4.0,0.0
170000,2,1.0,7.0,3.0
1295000,2,2.0,6.0,3.0
749000,3,2.0,2.0,1.0
1848000,3,4.0,3.0,4.0
465000,2,2.0,4.0,3.0
298999,2,1.0,10.0,3.0
209900,1,1.0,6.0,3.0
539000,1,1.0,6.0,3.0
2975000,3,2.0,3.0,1.0
2099000,6,5.0,10.0,4.0
199900,1,1.0,7.0,3.0
789000,2,1.0,4.0,3.0
919000,3,2.0,3.0,1.0
815599,3,2.0,3.0,1.0
1050000,4,4.0,2.0,4.0
289999,1,1.0,7.0,3.0
4050000,4,3.0,4.0,3.0
7750000,3,,3.0,2.0
1998000,6,3.0,3.0,4.0
1250000,3,2.0,4.0,0.0
680000,2,2.0,8.0,0.0
1299000,4,2.0,3.0,1.0
899000,4,,10.0,4.0
845000,3,2.0,8.0,0.0
2098000,5,4.0,10.0,1.0
899000,2,2.0,6.0,3.0
758888,3,1.0,10.0,1.0
650000,2,1.0,4.0,3.0
169000,1,1.0,8.0,3.0
1350000,5,3.0,10.0,4.0
695000,2,2.0,8.0,3.0
1499000,5,2.0,3.0,4.0
395000,3,,6.0,9.0
169000,1,1.0,8.0,3.0
395000,3,,6.0,9.0
445000,1,1.0,4.0,3.0
499000,3,2.0,2.0,2.0
449000,3,1.0,4.0,3.0
649000,4,2.0,2.0,1.0
335000,1,1.0,6.0,3.0
838000,8,4.0,10.0,4.0
1495000,2,2.0,6.0,0.0
980000,4,4.0,11.0,4.0
688000,3,2.0,3.0,1.0
679000,6,3.0,3.0,4.0
999888,4,2.0,10.0,9.0
375000,1,1.0,4.0,3.0
848724,2,2.0,10.0,1.0
1595000,3,8.0,1.0,2.0
568000,2,2.0,8.0,0.0
1153000,4,,2.0,4.0
2399000,10,5.0,10.0,4.0
349000,1,1.0,3.0,3.0
2999990,5,6.0,3.0,4.0
899000,3,2.0,10.0,2.0
169000,1,1.0,8.0,3.0
449999,4,3.0,2.0,1.0
886545,6,4.0,10.0,8.0
495000,3,2.0,2.0,2.0
749000,4,3.0,2.0,1.0
875000,4,3.0,10.0,1.0
1630000,11,6.0,10.0,4.0
849000,2,1.0,4.0,0.0
110000,1,1.0,7.0,9.0
299999,2,1.0,6.0,9.0
335000,3,2.0,8.0,3.0
549000,3,1.0,6.0,3.0
445000,3,2.0,3.0,3.0
459000,2,1.0,2.0,6.0
399998,4,2.0,2.0,1.0
9500000,4,4.0,6.0,0.0
999000,4,2.0,3.0,9.0
650000,4,2.0,3.0,1.0
880000,3,4.0,2.0,1.0
1350000,5,3.0,10.0,1.0
599000,2,2.0,8.0,0.0
225000,1,1.0,8.0,3.0
220000,3,1.0,4.0,3.0
289000,3,1.0,7.0,3.0
350000,1,1.0,4.0,9.0
1350000,5,3.0,10.0,1.0
880000,3,4.0,2.0,1.0
719999,3,2.0,10.0,1.0
1100000,2,1.0,6.0,0.0
259000,2,1.0,11.0,3.0
1699999,6,3.0,3.0,4.0
669000,4,2.0,10.0,1.0
3400000,6,6.0,11.0,1.0
549000,3,2.0,8.0,0.0
250000,3,,11.0,7.0
299000,3,1.0,4.0,3.0
1288000,5,,10.0,1.0
3345000,2,2.0,4.0,0.0
1198000,6,5.0,10.0,4.0
897888,3,2.0,10.0,1.0
575000,4,2.0,3.0,1.0
230000,1,1.0,8.0,3.0
775000,1,1.0,4.0,3.0
250000,3,,11.0,7.0
3345000,2,2.0,4.0,0.0
3400000,6,6.0,11.0,1.0
575000,4,2.0,3.0,1.0
897888,3,2.0,10.0,1.0
